annotator,doc_id,slot,model,mode,rubric_used,rubric_switched,question_language,faith_grounding,faith_precision,faith_numerical_fidelity,qual_search_bar_realism,qual_specificity,qual_phrasing_economy,qual_focus,qual_search_realism,qual_lexical_distance,qual_conceptual_framing,qual_retrievability,linguistic,accept,faith_mean,quality_mean,composite,reason
claude,WO-2022005333-A1,Q1,qwen3.6-35b-a3b,semantic,semantic,0,en,5,5,5,,,,,4,5,3,3,5,yes,5.0,3.75,4.5833,"Answer is an exact span; question is strongly paraphrased ('unutilized refinery byproduct', 'automotive fuel') though it asks for a list of facts rather than a concept and 'high-quality' is a slight gloss."
claude,WO-2022005333-A1,Q2,gpt-5-mini,semantic,semantic,0,en,5,4,5,,,,,4,3,4,4,4,yes,4.6667,3.75,4.1389,"Well grounded and conceptually framed, but the question names the specific feeds from the passage (lower lexical distance) and the trailing 'in this process' plus a dangling comma in the answer are minor blemishes."
claude,WO-2022005333-A1,Q3,grok-4.3,semantic,semantic,0,en,5,5,5,,,,,5,3,4,4,5,yes,5.0,4.0,4.6667,"Natural, concise 'how can X be upgraded' query with an exact answer span; lexical distance is moderate since 'low-demand' and 'catalytic cracking dry gas' echo the passage."
claude,WO-2022005333-A1,Q4,sonnet-4.6,semantic,semantic,0,en,5,5,5,,,,,4,4,4,5,5,yes,5.0,4.25,4.75,"Answer span exactly reproduces the 95-98 and >70 wt% figures; 'high-octane gasoline' plus the named cuts make it highly retrievable, though calling propane-propylene cuts 'off-gases' is a slight terminological stretch."
claude,WO-2022005333-A1,Q5,gpt-5.4-mini,semantic,semantic,0,en,5,5,5,,,,,4,5,5,3,5,yes,5.0,4.25,4.75,"Fully paraphrased, concept-level question with an exact multi-benefit answer span including all numbers; generic enough that it could match other olefin-to-gasoline documents."
claude,WO-2022005333-A1,Q6,gemini-3.5-flash,semantic,semantic,0,en,5,5,5,,,,,2,4,4,3,4,no,5.0,3.25,4.0833,"Grounded answer, but 'How can chemical processors salvage ... for fuel synthesis' is stilted and unlike a real search query, and retains 'low-demand' and 'olefins' from the passage."
claude,WO-2023149795-A1,Q1,gpt-5-mini,technical,technical,0,en,5,5,5,3,3,3,5,,,,,5,yes,5.0,3.5,4.5,"Correct and single-fact, but reuses the passage's own wording ('protein synthesis stimulator', 'second nutrient medium') and is generic enough to match other insect-rearing documents."
claude,WO-2023149795-A1,Q2,gpt-5.4-mini,technical,technical,0,en,5,5,5,3,3,3,5,,,,,5,yes,5.0,3.5,4.5,Near-identical to Q1 and Q3; accurate answer but lifted phrasing and moderate specificity.
claude,WO-2023149795-A1,Q3,grok-4.3,technical,technical,0,en,5,5,5,3,3,3,5,,,,,5,yes,5.0,3.5,4.5,Essentially a duplicate of Q1 with 'What' for 'Which'; faithful but keyword-lifted and only moderately discriminative.
claude,WO-2023149795-A1,Q4,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,3,4,4,5,,,,,5,yes,5.0,4.0,4.6667,"The only question targeting a different fact; the -55°C re-grinding temperature is exactly reproduced, the phrasing is condensed, and lyophilized-larvae re-grinding is fairly distinctive."
claude,WO-2023149795-A1,Q5,gemini-3.5-flash,technical,technical,0,en,5,5,5,3,3,3,5,,,,,5,yes,5.0,3.5,4.5,"Faithful and slightly reworded ('what chemical is used as'), but still the same lifted key terms and the same fact as Q1–Q3 and Q6."
claude,WO-2023149795-A1,Q6,sonnet-4.6,technical,technical,0,en,5,5,5,3,4,3,5,,,,,5,yes,5.0,3.75,4.5833,"Adding 'for insect larval cultivation' improves discriminability over the other zinc-acetate variants, though the core wording remains lifted from the abstract."
claude,WO-2025054647-A1,Q1,gpt-5-mini,semantic,semantic,0,es,5,4,5,,,,,3,3,3,4,3,no,4.6667,3.25,3.6389,Answer is faithful but the question is a two-part compound with the misspelling 'termochímico' and reads more like a summary prompt than a retrieval query.
claude,WO-2025054647-A1,Q2,sonnet-4.6,semantic,semantic,0,es,5,5,5,,,,,4,4,4,4,5,yes,5.0,4.0,4.6667,"Well-paraphrased conceptual Spanish query with an exact German answer span, though the answer being in a different language from the question is a minor oddity."
claude,WO-2025054647-A1,Q3,gemini-3.5-flash,semantic,semantic,0,es,4,5,5,,,,,4,5,5,4,5,yes,4.6667,4.5,4.7222,"Strong conceptual paraphrase with little keyword overlap; the 'how is it solved' framing slightly overreaches what the span states, but the answer still matches the passage exactly."
claude,WO-2025054647-A1,Q4,gpt-5.4-mini,semantic,semantic,0,es,5,5,5,,,,,3,3,3,2,4,no,5.0,2.75,3.9167,"Question is too generic ('de este tipo') to distinguish this passage, and the answer is a sloppy translation leaving French 'plage' untranslated."
claude,WO-2025054647-A1,Q5,qwen3.6-35b-a3b,semantic,semantic,0,es,5,5,5,,,,,4,5,4,4,5,yes,5.0,4.25,4.75,"Good paraphrase (permeabilidad, material soporte, acumuladores de calor químico) with an exact answer, despite stray English 'to' in the answer ranges."
claude,WO-2025054647-A1,Q6,grok-4.3,semantic,semantic,0,es,5,5,5,,,,,4,4,4,4,4,yes,5.0,4.0,4.3333,Well-framed conceptual query with faithful numerical answer; only flaw is the typo 'termquímico'.
claude,WO-2025177605-A1,Q1,gpt-5-mini,technical,technical,0,fr,5,5,5,3,2,3,4,,,,,5,no,5.0,3.0,4.3333,"Answer is exact, but the question lacks any retort/welding context and 'Ni-based alloy with Al' matches many patents; also asks for 'what percentage' while the answer is a minimum threshold."
claude,WO-2025177605-A1,Q2,qwen3.6-35b-a3b,technical,technical,0,fr,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"Concise, well paraphrased, anchored on 'cornue' which narrows retrieval, and the answer is directly in the passage."
claude,WO-2025177605-A1,Q3,grok-4.3,technical,technical,0,fr,5,5,5,3,2,4,5,,,,,5,no,5.0,3.5,4.5,"Correctly framed as a minimum, but no mention of retort or welding so it would match arbitrary Ni-Al alloy documents."
claude,WO-2025177605-A1,Q4,sonnet-4.6,technical,technical,0,fr,5,5,5,3,5,4,5,,,,,5,yes,5.0,4.25,4.75,"Accurate and highly specific (Ni minimum, base material, retort), though somewhat long for a search-bar query."
claude,WO-2025177605-A1,Q5,gpt-5.4-mini,technical,technical,0,fr,5,5,5,3,2,2,5,,,,,5,no,5.0,3.0,4.3333,"Answer correct but the question lifts 'partie de jonction du matériau de base' verbatim and omits 'cornue', making it generic to any welding patent."
claude,WO-2025177605-A1,Q6,gemini-3.5-flash,technical,technical,0,fr,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"Well paraphrased ('assembler'), anchored on the retort, single fact, correctly answered."
claude,WO-2025187661-A8,Q1,gemini-3.5-flash,semantic,semantic,0,es,5,5,5,,,,,3,5,5,3,4,yes,5.0,4.0,4.3333,"Answer is a faithful translation of the abstract's core claim; the question is strongly paraphrased (engineering polymers, recovery/reprocessing) but somewhat long and generic, so retrievability is only moderate."
claude,WO-2025187661-A8,Q2,qwen3.6-35b-a3b,semantic,semantic,0,es,5,4,5,,,,,3,5,4,3,3,no,4.6667,3.75,3.8056,"The answer is an untranslated English fragment that does not actually name the approach asked for, and 'exudaciones' introduces a defect not in the passage."
claude,WO-2025187661-A8,Q3,grok-4.3,semantic,semantic,0,es,5,5,5,,,,,4,2,3,5,4,yes,5.0,3.5,4.1667,"Clear, natural query and grounded answer, but it largely reuses the passage's own vocabulary (rebabas, reciclaje, poly(arylene sulfide)) and is closer to a fact lookup than a concept."
claude,WO-2025187661-A8,Q4,gpt-5.4-mini,semantic,semantic,0,es,5,4,5,,,,,4,2,3,5,4,no,4.6667,3.5,4.0556,"Question is fine but the answer is a dangling, half-translated fragment ('puede ser impedida de formar burrs') that mixes languages and does not stand on its own."
claude,WO-2025187661-A8,Q5,sonnet-4.6,semantic,semantic,0,es,5,5,5,,,,,4,4,4,3,5,yes,5.0,3.75,4.5833,Well-paraphrased question (high-performance thermoplastics) with an answer that reproduces the composition and 0.3-10 parts range exactly; generalisation slightly weakens retrievability.
claude,WO-2025187661-A8,Q6,gpt-5-mini,semantic,semantic,0,es,5,5,5,,,,,3,4,3,2,4,no,5.0,3.0,4.0,"'Esta composición de resina' presupposes the document is already in hand, so as a standalone retrieval query it is too vague to find this passage among others."
claude,WO-2025202347-A1,Q1,gpt-5-mini,semantic,semantic,0,de,5,5,5,,,,,3,3,3,5,4,yes,5.0,3.5,4.1667,"Answer faithfully reproduces the full condition list; question is a bit list-enumerating but specific enough to retrieve this patent, with minor grammatical slips in the answer (erhöhter Augeninnendruck case)."
claude,WO-2025202347-A1,Q2,qwen3.6-35b-a3b,semantic,semantic,0,de,4,5,5,,,,,2,4,3,3,4,no,4.6667,3.0,3.8889,"The passage states no 'formulation strategy'; the question presupposes something absent, and the answer merely restates the claim wording so the question is circular and unrealistic."
claude,WO-2025202347-A1,Q3,gemini-3.5-flash,semantic,semantic,0,de,5,5,5,,,,,4,4,4,4,5,yes,5.0,4.0,4.6667,"Well-paraphrased (Bindehautreizung, Folgeerscheinungen) and accurately answered with the late-complication list, though it omits iota-carrageenan so retrievability is slightly weaker."
claude,WO-2025202347-A1,Q4,gpt-5.4-mini,semantic,semantic,0,de,5,5,5,,,,,4,3,4,4,4,yes,5.0,3.75,4.25,Conceptual question about the class of conditions with a faithful answer covering the tissue scope; minor grammar ('eines der folgenden Bereiche' should be 'einen').
claude,WO-2025202347-A1,Q5,grok-4.3,semantic,semantic,0,de,4,4,5,,,,,4,4,4,4,5,yes,4.3333,4.0,4.4444,"Realistic how-to query with good paraphrase; the answer combines two spans (active ingredient + particulate irritation) and 'Partikelmasse' is a slightly odd rendering, but it is supported."
claude,WO-2025202347-A1,Q6,sonnet-4.6,semantic,semantic,0,de,5,4,5,,,,,4,4,4,4,5,yes,4.6667,4.0,4.5556,"Fluent conceptual query; the answer is grounded but merely lists the complications rather than naming iota-carrageenan as the pharmacological means the question asks for, and includes English glosses as padding."
claude,WO-2025207810-A1,Q1,gemini-3.5-flash,technical,technical,0,zh,5,5,5,4,3,3,5,,,,,5,yes,5.0,3.75,4.5833,"Fluent Chinese question with exact Hamming-code answer, though barcode/Hamming is a fairly common NGS topic so specificity is moderate."
claude,WO-2025207810-A1,Q2,sonnet-4.6,technical,technical,0,zh,5,5,5,3,4,3,5,,,,,3,yes,5.0,3.75,3.9167,"Answer is a verbatim span and the hairpin detail is distinctive, but the English/Chinese code-mixing in the question reads awkwardly."
claude,WO-2025207810-A1,Q3,qwen3.6-35b-a3b,technical,technical,0,zh,5,5,5,4,3,3,5,,,,,5,yes,5.0,3.75,4.5833,Clean Chinese question with correctly translated answer 汉明码; near-duplicate of Q1/Q5 in content.
claude,WO-2025207810-A1,Q4,gpt-5.4-mini,technical,technical,0,zh,5,5,5,3,3,3,5,,,,,3,no,5.0,3.5,3.8333,Correct answer but unnatural mixed-language phrasing and redundant with Q1/Q3/Q5 which ask the same fact more fluently.
claude,WO-2025207810-A1,Q5,grok-4.3,technical,technical,0,zh,5,5,5,4,3,3,5,,,,,5,yes,5.0,3.75,4.5833,"Grammatical, concise and correct, essentially the same question as Q1 and Q3."
claude,WO-2025207810-A1,Q6,gpt-5-mini,technical,technical,0,zh,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"Well-paraphrased, distinctive question about the engineered hairpin with a correct translated answer; the strongest of the set."
claude,WO-2025210445-A1,Q1,sonnet-4.6,technical,technical,0,fr,5,5,5,3,5,4,4,,,,,5,yes,5.0,4.0,4.6667,"Answer exactly matches the 'more preferred' range and the question's Fenton-in-situ context makes it highly discriminative, though it is long for a search bar and 'plage préférentielle' is slightly ambiguous between the two nested ranges."
claude,WO-2025210445-A1,Q2,gpt-5-mini,technical,technical,0,fr,5,4,5,4,2,3,3,,,,,4,no,4.6667,3.0,3.8889,"Keyword-style query is realistic but far too generic to single out this patent, and the answer bundles both nested ranges while the question asks for one preferred range."
claude,WO-2025210445-A1,Q3,grok-4.3,technical,technical,0,fr,5,4,5,3,1,3,3,,,,,5,no,4.6667,2.5,4.0556,"Grammatical and grounded, but 'quelle tension entre les électrodes' would match almost any electrochemistry document and the answer gives two ranges rather than one fact."
claude,WO-2025210445-A1,Q4,qwen3.6-35b-a3b,technical,technical,0,fr,5,5,5,3,2,3,5,,,,,4,no,5.0,3.25,4.0833,"Faithful and single-fact, but it lacks any anchor to this invention (Fenton, pollutants, water) so it would not narrow retrieval, and it is a near-verbatim lift of the source wording."
claude,WO-2025210445-A1,Q5,gemini-3.5-flash,technical,technical,0,fr,5,5,5,3,2,3,5,,,,,4,no,5.0,3.25,4.0833,"Identical to Q4: correct answer but generic, source-lifted phrasing with no document-specific anchor."
claude,WO-2025210445-A1,Q6,gpt-5.4-mini,technical,technical,0,fr,5,5,5,2,2,4,5,,,,,4,no,5.0,3.25,4.0833,"Slightly better paraphrased than Q4/Q5 and correct, but still has no topical anchor to this patent and reads awkwardly ('la plus préférée entre les électrodes') rather than like a search query."
claude,WO-2025211128-A1,Q1,sonnet-4.6,technical,technical,0,en,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"Answer exactly matches the passage and the question adds 'polycrystalline silicon member' and 'maximum', making it the most specific and best-paraphrased of the recess-depth questions."
claude,WO-2025211128-A1,Q2,gemini-3.5-flash,technical,technical,0,en,5,5,5,3,3,2,5,,,,,5,yes,5.0,3.25,4.4167,Faithful answer but the question nearly lifts the source wording and 'silicon member' alone is generic; borderline keep.
claude,WO-2025211128-A1,Q3,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,4,5,3,5,,,,,5,yes,5.0,4.25,4.75,"Exact answer, and the Σ9 coincidence-grain-boundary range is a highly distinctive fact that would narrow retrieval to this document."
claude,WO-2025211128-A1,Q4,grok-4.3,technical,technical,0,en,5,5,5,3,3,2,5,,,,,5,yes,5.0,3.25,4.4167,Identical to Q2: faithful but near-verbatim and only moderately specific.
claude,WO-2025211128-A1,Q5,gpt-5.4-mini,technical,technical,0,en,5,5,5,2,1,2,5,,,,,5,no,5.0,2.5,4.1667,"Answer is correct but the question names no material or component at all, so it would match arbitrary documents."
claude,WO-2025211128-A1,Q6,gpt-5-mini,technical,technical,0,en,5,5,5,2,1,3,5,,,,,4,no,5.0,2.75,3.9167,"Faithful answer, but the question lacks any subject (silicon, polycrystalline) and reads awkwardly, giving no retrieval signal."
claude,WO-2025211336-A1,Q1,qwen3.6-35b-a3b,semantic,semantic,0,en,5,5,5,,,,,3,5,4,4,4,yes,5.0,4.0,4.3333,"Answer is the exact component list; question is strongly paraphrased (UV-sensitive polymers, pliability, heavy layers) though 'UV-sensitive polymers' is slightly loose and the phrasing is a bit contrived for a search query."
claude,WO-2025211336-A1,Q2,gpt-5.4-mini,semantic,semantic,0,en,4,3,5,,,,,4,2,4,3,5,no,4.0,3.25,4.0833,"The question asks 'how' but the answer merely restates the properties rather than the means (the composition components), so the answer fragment does not respond to the question and the wording largely copies the abstract."
claude,WO-2025211336-A1,Q3,gpt-5-mini,semantic,semantic,0,en,5,5,5,,,,,4,3,4,4,5,yes,5.0,3.75,4.5833,"Well-formed, natural query with an exactly grounded answer, though it reuses 'photocurable resin' and omits the thick-film aspect."
claude,WO-2025211336-A1,Q4,sonnet-4.6,semantic,semantic,0,en,4,4,5,,,,,4,5,5,3,5,yes,4.3333,4.25,4.5278,"Nicely paraphrased conceptual query ('deep-section light cure'), answer is a grounded span, though it is a somewhat circular restatement and the query could match other thick-film photocure patents."
claude,WO-2025211336-A1,Q5,gemini-3.5-flash,semantic,semantic,0,en,4,4,5,,,,,4,5,5,3,5,yes,4.3333,4.25,4.5278,"Strong paraphrase with a grounded span, but the answer is generic ('photocurable resin composition...') and the question slightly overstates the passage by framing 'poor depth-of-cure' as a solved problem, which the abstract only implies."
claude,WO-2025211336-A1,Q6,grok-4.3,semantic,semantic,0,en,5,5,5,,,,,3,5,5,5,4,yes,5.0,4.5,4.5,"Highly distinctive conceptual query (thiol-ene chemistry inferred from vinyl siloxane plus mercapto compound) with exact answer, though the inference about 'addition reactions' is not stated in the passage and 'filler particles' is a loose gloss on hollow resin particles; sentence is long."
claude,WO-2025212655-A1,Q1,gpt-5-mini,semantic,semantic,0,de,5,5,5,,,,,3,4,4,2,4,no,5.0,3.25,4.0833,"Answer is faithful, but 'zahlreiche Vorlagen auf einem festen Träger' is too generic to single out this passage (no hint of RCA, concatemers or nanoballs)."
claude,WO-2025212655-A1,Q2,grok-4.3,semantic,semantic,0,de,5,5,5,,,,,4,4,4,4,4,yes,5.0,4.0,4.3333,"Well-paraphrased concept query combining mixed primers, on-support amplification and compact stably attached DNA structures; answer matches the passage."
claude,WO-2025212655-A1,Q3,sonnet-4.6,semantic,semantic,0,de,5,4,5,,,,,4,4,4,3,5,yes,4.6667,3.75,4.4722,"Natural query about stably anchoring templates for high-throughput sequencing; answer spans two sentences but is accurate, retrievability moderate."
claude,WO-2025212655-A1,Q4,gemini-3.5-flash,semantic,semantic,0,de,4,4,5,,,,,3,5,5,3,5,yes,4.3333,4.0,4.4444,"Highly paraphrased problem-oriented framing; the 'drifting/space' motivation is inferred rather than stated, but the nanoball collapse answer is supported."
claude,WO-2025212655-A1,Q5,qwen3.6-35b-a3b,semantic,semantic,0,de,5,5,5,,,,,4,4,4,3,5,yes,5.0,3.75,4.5833,"Fluent conceptual query; 'hohe lokale Dichte' is a loose inference from compact nanoballs, but the RCA-on-mixed-primer answer is faithful."
claude,WO-2025212655-A1,Q6,gpt-5.4-mini,semantic,semantic,0,de,5,4,5,,,,,4,4,4,3,5,yes,4.6667,3.75,4.4722,"Concise, paraphrased query on densifying amplification products for stable attachment; answer is a correct though fragmentary span."
claude,WO-2025215167-A1,Q1,sonnet-4.6,semantic,semantic,0,de,5,5,5,,,,,4,4,4,4,5,yes,5.0,4.0,4.6667,"Well-paraphrased conceptual query with an answer lifted verbatim from the passage, though the 'ohne Quanteneigenschaften zu verlieren' premise is not addressed in the abstract."
claude,WO-2025215167-A1,Q2,gpt-5.4-mini,semantic,semantic,0,de,5,5,5,,,,,4,4,3,4,5,yes,5.0,3.75,4.5833,"Natural query using ZrO2/Quantensensoren abstraction; answer is a faithful contiguous span, question is fluent German."
claude,WO-2025215167-A1,Q3,gemini-3.5-flash,semantic,semantic,0,de,5,5,5,,,,,4,4,3,4,5,yes,5.0,3.75,4.5833,"Answer span is exact; question paraphrases well, though 'nanostrukturiert' is a mild interpretive addition not in the passage."
claude,WO-2025215167-A1,Q4,qwen3.6-35b-a3b,semantic,semantic,0,de,5,5,5,,,,,3,5,5,3,5,yes,5.0,4.0,4.6667,"Highly abstracted conceptual framing with full verbatim answer, but 'robust' is unsupported and the generic wording (Oxidschicht, funktionale Nanopartikel) weakens retrievability."
claude,WO-2025215167-A1,Q5,grok-4.3,semantic,semantic,0,de,5,5,5,,,,,4,4,4,3,5,yes,5.0,3.75,4.5833,Fluent conceptual query with verbatim answer; 'dauerhaft' is not supported and 'keramische Oxid-Schicht auf Oberflächen' is somewhat generic.
claude,WO-2025215167-A1,Q6,gpt-5-mini,semantic,semantic,0,de,5,5,5,,,,,4,2,2,5,5,yes,5.0,3.25,4.4167,"Highly retrievable and faithful, but reuses the passage's exact terms (Zirconium(IV)-oxid, dotierte Nanodiamanten, Substrat) and asks for a fact rather than a concept."
gpt,EP-4504821-A1,Q1,sonnet-4.6,technical,technical,0,es,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,"La pregunta es clara, específica al contexto de los organopolisiloxanos preentrecruzados y su respuesta reproduce exactamente el intervalo de 3 a 18 átomos de carbono."
gpt,EP-4504821-A1,Q2,gpt-5-mini,technical,technical,0,es,5,5,5,2,1,4,5,,,,,5,no,5.0,3.0,4.3333,"Aunque la respuesta enumera fielmente los valores de k1, la consulta aislada carece de contexto químico y difícilmente recuperaría este documento concreto."
gpt,EP-4504821-A1,Q3,gemini-3.5-flash,technical,technical,0,es,5,5,4,4,3,4,5,,,,,5,yes,4.6667,4.0,4.5556,"La consulta identifica el grupo R2 bivalente y el intervalo correcto, aunque la respuesta omite la unidad explícita de átomos de carbono y la pregunta podría aportar más contexto documental."
gpt,EP-4504821-A1,Q4,gpt-5.4-mini,technical,technical,0,es,5,5,5,2,1,4,5,,,,,5,no,5.0,3.0,4.3333,"El intervalo para b es fiel y exacto, pero la variable b sin fórmula ni contexto químico hace que la consulta sea demasiado genérica para recuperación."
gpt,EP-4504821-A1,Q5,grok-4.3,technical,technical,0,es,5,5,5,2,1,4,5,,,,,5,no,5.0,3.0,4.3333,"La respuesta está plenamente respaldada, pero preguntar solo por los valores de b no distingue esta patente de numerosos documentos técnicos no relacionados."
gpt,EP-4504821-A1,Q6,qwen3.6-35b-a3b,technical,technical,0,es,5,5,5,2,1,4,5,,,,,5,no,5.0,3.0,4.3333,"La respuesta inglesa coincide exactamente con el pasaje, pero la pregunta española es demasiado descontextualizada y genérica para funcionar como consulta de búsqueda."
gpt,EP-4577789-A1,Q1,grok-4.3,technical,technical,0,zh,5,5,5,4,3,3,5,,,,,5,yes,5.0,3.75,4.5833,答案直接且准确地说明冷却气体经由编号44的冷气管道进入预热区，问题自然且聚焦，但未提及竖窑，检索特异性一般。
gpt,EP-4577789-A1,Q2,gpt-5-mini,technical,technical,0,zh,5,5,5,4,3,3,5,,,,,5,yes,5.0,3.75,4.5833,答案“冷却气体管道 (44)”与原文完全一致，问题简洁明确，但单独作为检索词时对具体专利的限定较弱。
gpt,EP-4577789-A1,Q3,gpt-5.4-mini,technical,technical,0,zh,5,5,5,4,3,3,5,,,,,5,yes,5.0,3.75,4.5833,答案准确复现冷却气体从冷却区22到预热区21的流向，问题流畅且只询问一个管道关系，但缺少设备类型限定。
gpt,EP-4577789-A1,Q4,qwen3.6-35b-a3b,technical,technical,0,zh,4,5,5,4,4,4,5,,,,,5,yes,4.6667,4.25,4.6389,两个区域及编号均受原文支持，且“连接”是对管道输送关系的合理概括，不过原文更严格地表述为将气体从一区引导至另一区。
gpt,EP-4577789-A1,Q5,gemini-3.5-flash,technical,technical,0,zh,5,5,5,4,5,3,5,,,,,5,yes,5.0,4.25,4.75,问题以并流蓄热式竖窑为限定并只询问气体的目的区域，答案“预热区 (21)”准确、简洁且具有较强检索特异性。
gpt,EP-4577789-A1,Q6,sonnet-4.6,technical,technical,0,zh,5,4,5,5,5,4,5,,,,,5,yes,4.6667,4.75,4.8056,排气出口6及废气从其中一个竖井排出的陈述均直接受原文支持，但答案包含了超出“哪个出口”所需的少量附加信息。
gpt,EP-4584229-A1,Q1,gemini-3.5-flash,technical,technical,0,es,5,5,5,4,3,5,5,,,,,5,yes,5.0,4.25,4.75,"La pregunta es clara y concisa, y el rango «1 to 20» coincide exactamente con el pasaje, aunque la fórmula por sí sola aporta una especificidad moderada."
gpt,EP-4584229-A1,Q2,gpt-5.4-mini,technical,technical,0,es,5,5,5,3,3,4,5,,,,,4,yes,5.0,3.75,4.25,"El rango está fielmente respaldado y la consulta se centra en un solo dato, aunque «rango de carbonos» es menos preciso que «rango de átomos de carbono»."
gpt,EP-4584229-A1,Q3,sonnet-4.6,technical,technical,0,es,5,5,5,3,5,3,5,,,,,3,no,5.0,4.0,4.0,"La respuesta reproduce fielmente la definición completa de R y el contexto es específico, pero el uso innecesario de «amino compounds» rompe la fluidez de una pregunta en español."
gpt,EP-4584229-A1,Q4,qwen3.6-35b-a3b,technical,technical,0,es,5,5,5,5,4,5,5,,,,,5,yes,5.0,4.75,4.9167,"Es una consulta técnica natural, económica y bien enfocada cuya respuesta reproduce exactamente el intervalo de 1 a 20 átomos de carbono."
gpt,EP-4584229-A1,Q5,gpt-5-mini,technical,technical,0,es,5,5,5,4,3,5,5,,,,,5,yes,5.0,4.25,4.75,"La pregunta es fluida y solicita una única definición plenamente respaldada, aunque carece del contexto de las composiciones de dispersión y por ello tiene especificidad moderada."
gpt,EP-4584229-A1,Q6,grok-4.3,technical,technical,0,es,5,5,5,4,3,5,5,,,,,5,no,5.0,4.25,4.75,"La pregunta en sí es correcta y enfocada, pero la respuesta mezcla español e inglés de forma gramaticalmente defectuosa, lo que reduce su idoneidad para el benchmark."
gpt,EP-4627127-A1,Q1,qwen3.6-35b-a3b,technical,technical,0,de,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"Die Antwort gibt die beiden im Abstract unmittelbar auf das Gießen folgenden Verarbeitungsschritte präzise wieder, und die Frage ist klar sowie hinreichend spezifisch."
gpt,EP-4627127-A1,Q2,sonnet-4.6,technical,technical,0,de,5,4,5,4,4,4,5,,,,,5,yes,4.6667,4.25,4.6389,"Der Titel stützt den Einsatz für ein Strukturbauteil eindeutig, auch wenn die englische Antwort sprachlich weniger gut zur deutschen Frage passt."
gpt,EP-4627127-A1,Q3,grok-4.3,technical,technical,0,de,5,5,5,3,4,3,4,,,,,5,yes,5.0,3.5,4.5,"Die vollständige Verfahrensfolge ist korrekt wiedergegeben, wobei die Frage relativ nah am Ausgangstext und etwas allgemein formuliert ist."
gpt,EP-4627127-A1,Q4,gpt-5.4-mini,technical,technical,0,de,5,5,5,2,1,5,5,,,,,5,no,5.0,3.25,4.4167,"Die Antwort ist zwar exakt belegt, doch die kontextlose Frage nach dem gegossenen Werkstoff ist zu allgemein, um das relevante Patent sinnvoll einzugrenzen."
gpt,EP-4627127-A1,Q5,gemini-3.5-flash,technical,technical,0,de,5,5,5,4,4,3,5,,,,,5,yes,5.0,4.0,4.6667,"Die Antwort entspricht dem im Titel genannten strukturellen Einsatz und die Frage ist präzise, wenn auch eng an der Titelformulierung orientiert."
gpt,EP-4627127-A1,Q6,gpt-5-mini,technical,technical,0,de,5,5,5,3,2,4,5,,,,,5,no,5.0,3.5,4.5,"Die hohe Festigkeit ist korrekt belegt, aber die Abfrage ist als Suchanfrage zu generisch und könnte auf sehr viele Aluminiumlegierungspatente zutreffen."
gpt,EP-4627881-A1,Q1,gpt-5-mini,semantic,semantic,0,zh,5,5,5,,,,,4,3,2,4,5,yes,5.0,3.25,4.4167,答案准确对应生成至少一种等离子体火焰的装置，但问题主要询问单一事实，且“工业用”使表述略宽于原文。
gpt,EP-4627881-A1,Q2,sonnet-4.6,semantic,semantic,0,zh,5,5,5,,,,,4,4,4,5,5,yes,5.0,4.25,4.75,答案完整涵盖设备、等离子体发生单元及高温工艺设备的操作方法，问题也以适用范围进行了较自然的概念化改写。
gpt,EP-4627881-A1,Q3,gemini-3.5-flash,semantic,semantic,0,zh,5,5,5,,,,,2,5,4,2,4,no,5.0,3.25,4.0833,答案本身忠实于多个装置组成发生单元的原文，但问题虚构了单一喷嘴、电离气体束能效不足和协同运行等未获支持的情境。
gpt,EP-4627881-A1,Q4,qwen3.6-35b-a3b,semantic,semantic,0,zh,5,5,5,,,,,3,5,4,3,5,no,5.0,3.75,4.5833,答案准确概括等离子体发生单元的构成，但连续化生产、小型发生器和完整产线均非原文信息，使检索框架失真。
gpt,EP-4627881-A1,Q5,grok-4.3,semantic,semantic,0,zh,5,5,5,,,,,4,3,4,5,5,yes,5.0,4.0,4.6667,答案精确给出由多个装置构成的等离子体发生单元，且问题将其合理置于工业熔化和多火焰供应的系统构建语境中。
gpt,EP-4627881-A1,Q6,gpt-5.4-mini,semantic,semantic,0,zh,5,5,5,,,,,5,2,3,5,5,yes,5.0,3.75,4.5833,问题自然且答案逐项忠实于原文中的单元构成，不过其措辞与原文概念非常接近，语义改写幅度较小。
gpt,EP-4630021-A1,Q1,gpt-5.4-mini,technical,technical,0,de,5,5,5,4,2,3,5,,,,,5,no,5.0,3.5,4.5,"The answer is directly supported and the question is fluent, but the generic reference to „das flüssige Injektionsprodukt“ is too underspecified to retrieve this document reliably."
